,State_FIPS_Code,County_FIPS_Code,Diabetes,CHSI_County_Name_x,CHSI_State_Name_x,CHSI_State_Abbr_x,Strata_ID_Number_x,Strata_Determining_Factors,Number_Counties,Population_Size,Min_Population_Size,Max_Population_Size,Population_Density,Min_Population_Density,Max_Population_Density,Poverty,Min_Poverty,Max_Poverty,Age_19_Under,Min_Age_19_Under,Max_Age_19_Under,Age_19_64,Min_Age_19_64,Max_Age_19_65,Age_65_84,Min_Age_65_84,Max_Age_65_85,Age_85_and_Over,Min_Age_85_and_Over,Max_Age_85_and_Over,White,Min_White,Max_White,Black,Min_Black,Max_Black,Native_American,Min_Native_American,Max_Native_American,Asian,Min_Asian,Max_Asian,Hispanic,Min_Hispanic,Max_Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt_Ind,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt_Ind,Shig_Exp,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span
2213,47,49,9.1,Fentress,Tennessee,TN,44,"frontier status, population size, poverty, age",33,17159,10108,25122,34,28,80,20.2,15.7,24.5,22.9,20.2,25.2,62.7,61.8,66.8,12.7,10.2,12.9,1.7,1.2,1.8,99.4,50.2,99.2,0.2,0.2,49.2,0.1,0.0,0.4,0.1,0.1,0.8,0.7,0.7,3.9,5118.0,503.0,1020.0,1109,877,1,16.0,1,20.0,0,8.0,0,0,0,0,0,0,1994-2003
2214,47,51,5.1,Franklin,Tennessee,TN,28,"frontier status, population size, poverty, age",39,41003,29009,53844,74,30,229,12.5,9.4,13.4,23.1,21.8,26.1,61.6,61.0,66.2,13.5,8.8,13.5,1.8,1.2,2.1,92.9,78.1,97.6,5.5,0.6,20.5,0.2,0.1,0.9,0.6,0.3,2.2,1.9,0.8,6.3,7219.0,1091.0,1426.0,2651,2237,1,27.0,1,24.0,1,4.0,0,0,0,0,0,0,1999-2003
2215,47,53,7.3,Gibson,Tennessee,TN,50,"frontier status, population size, poverty, age, population density",27,48148,27028,48148,80,56,140,13.7,13.7,16.2,23.7,20.8,25.3,59.2,56.8,63.8,14.8,11.6,16.2,2.3,1.7,3.3,79.3,70.1,98.4,19.5,0.3,28.8,0.2,0.1,0.5,0.3,0.2,1.9,1.4,0.6,3.1,9712.0,1776.0,1734.0,3082,2440,1,28.0,0,38.0,0,12.0,0,0,0,0,0,0,1999-2003
2216,47,55,8.7,Giles,Tennessee,TN,30,"frontier status, population size, poverty, age",57,29297,28666,49149,48,34,112,12.9,9.9,13.2,23.7,20.6,24.6,61.6,58.5,62.8,12.8,12.6,17.0,1.9,1.7,3.0,87.2,89.7,98.6,11.3,0.3,8.0,0.3,0.1,1.9,0.5,0.3,1.1,1.0,0.7,5.5,5492.0,992.0,976.0,1877,1533,0,14.0,0,18.0,0,3.0,0,0,0,0,0,0,1999-2003
2217,47,57,4.4,Grainger,Tennessee,TN,41,"frontier status, population size, poverty, age",47,22283,6602,24509,79,20,1362,15.8,12.5,17.5,22.6,21.8,25.9,63.8,56.1,64.1,12.3,10.0,16.0,1.3,1.2,3.3,98.7,59.0,98.4,0.6,0.6,40.2,0.1,0.1,0.5,0.1,0.1,1.8,1.3,0.7,6.5,6275.0,591.0,1219.0,1445,1125,1,26.0,1,38.0,0,18.0,0,0,0,0,0,0,1994-2003
2218,47,59,10.6,Greene,Tennessee,TN,22,"frontier status, population size, poverty, age",28,65318,62826,98960,105,13,202,14.1,13.1,15.9,22.0,22.0,26.0,62.4,59.8,67.5,14.0,7.9,13.5,1.6,1.1,2.1,96.8,72.0,96.8,2.1,0.5,26.0,0.2,0.2,2.8,0.3,0.3,3.3,1.6,0.6,5.4,13990.0,2740.0,2918.0,4272,3371,1,40.0,0,54.0,0,19.0,0,0,0,0,0,0,1999-2003
2219,47,61,9.5,Grundy,Tennessee,TN,69,"frontier status, population size, poverty, age, population density",45,14608,13083,24466,41,38,76,20.2,17.2,23.7,24.5,23.8,28.5,60.8,58.6,63.8,12.9,9.8,12.8,1.8,1.1,1.8,99.0,49.9,99.1,0.3,0.3,49.9,0.2,0.1,0.7,0.2,0.1,0.7,1.0,0.6,7.3,4463.0,444.0,832.0,924,741,0,16.0,0,27.0,0,14.0,0,0,0,0,0,0,1994-2003
2220,47,63,13.3,Hamblen,Tennessee,TN,19,"frontier status, population size, poverty, age",37,59898,53919,98288,372,36,280,13.9,10.3,13.9,23.7,22.3,25.7,62.4,60.4,65.8,12.6,8.2,13.2,1.3,1.1,2.3,93.7,77.6,97.5,4.1,0.4,20.7,0.3,0.2,2.1,1.0,0.5,2.5,9.2,0.8,4.6,12685.0,1745.0,3985.0,3829,3032,0,22.0,0,44.0,1,12.0,0,0,0,1,0,0,1999-2003
2221,47,65,8.6,Hamilton,Tennessee,TN,4,"frontier status, population size, poverty",25,310935,280446,499060,573,250,993,13.3,10.1,13.3,23.6,21.4,28.5,62.3,57.9,63.0,12.3,8.1,15.3,1.8,0.9,2.8,76.4,71.3,95.8,20.6,1.7,25.9,0.3,0.2,1.5,1.6,0.7,4.6,2.3,1.7,33.3,40725.0,7598.0,7092.0,19950,16374,0,184.0,1,130.0,0,56.0,0,0,0,1,0,0,2001-2003
2222,47,69,12.9,Hardeman,Tennessee,TN,69,"frontier status, population size, poverty, age, population density",45,28170,13083,24466,42,38,76,18.4,17.2,23.7,23.1,23.8,28.5,64.4,58.6,63.8,10.9,9.8,12.8,1.5,1.1,1.8,58.1,49.9,99.1,40.6,0.3,49.9,0.2,0.1,0.7,0.5,0.1,0.7,1.2,0.6,7.3,6419.0,973.0,898.0,1819,1502,0,33.0,0,52.0,0,27.0,0,0,0,0,0,0,1994-2003
2223,47,71,10.0,Hardin,Tennessee,TN,73,"frontier status, population size, poverty, age, population density",23,25930,12238,24640,45,44,79,17.3,16.4,20.2,22.3,21.7,24.9,61.4,56.5,63.3,14.6,11.8,16.5,1.6,1.7,2.5,95.2,56.6,98.9,3.7,0.3,41.7,0.3,0.1,0.6,0.3,0.2,0.8,1.1,0.5,5.8,6041.0,825.0,1426.0,1688,1329,0,24.0,0,40.0,0,10.0,0,0,0,0,0,0,1994-2003
2224,47,73,10.1,Hawkins,Tennessee,TN,32,"frontier status, population size, poverty, age",37,56196,29918,51327,115,25,310,14.1,12.7,17.8,22.5,20.8,25.4,63.2,60.9,67.2,12.7,8.1,13.9,1.6,1.2,2.0,97.4,71.9,98.0,1.7,0.9,24.1,0.1,0.1,5.4,0.3,0.3,2.1,0.8,0.6,6.7,11775.0,1555.0,2529.0,3647,2824,0,26.0,0,38.0,0,11.0,0,0,0,0,0,0,1999-2003
2225,47,75,9.1,Haywood,Tennessee,TN,76,"frontier status, population size, poverty, age, population density",38,19656,9226,23786,37,24,42,17.1,16.7,23.3,26.9,24.8,29.5,59.6,56.1,60.6,11.4,11.1,14.3,2.0,1.6,2.6,49.0,48.3,91.8,50.5,4.4,50.9,0.1,0.0,2.0,0.2,0.2,0.7,3.7,0.9,12.1,4409.0,781.0,771.0,1206,1008,0,8.0,0,36.0,1,16.0,0,0,0,1,0,0,1994-2003
2226,47,77,3.5,Henderson,Tennessee,TN,60,"frontier status, population size, poverty, age, population density",48,26425,10534,24055,51,30,71,12.9,9.4,12.9,24.4,20.7,25.5,61.9,57.3,62.3,12.1,11.8,16.9,1.5,1.5,3.5,91.0,84.7,98.8,8.0,0.3,14.2,0.1,0.1,1.0,0.2,0.2,0.7,1.1,0.8,4.5,5559.0,951.0,1052.0,1674,1335,0,30.0,0,32.0,0,5.0,0,0,0,0,0,0,1994-2003
2227,47,79,10.6,Henry,Tennessee,TN,49,"frontier status, population size, poverty, age, population density",35,31511,28892,46496,56,31,61,14.6,12.7,16.3,21.5,20.8,25.5,60.1,56.5,61.1,16.1,12.2,18.7,2.2,1.9,3.1,90.0,70.9,97.4,8.6,0.3,27.6,0.2,0.2,1.6,0.4,0.2,1.0,1.1,0.8,12.5,6628.0,1058.0,1181.0,2070,1606,0,46.0,1,20.0,0,6.0,0,0,0,0,0,0,1999-2003
2228,47,81,9.7,Hickman,Tennessee,TN,41,"frontier status, population size, poverty, age",47,23793,6602,24509,39,20,1362,14.7,12.5,17.5,23.8,21.8,25.9,63.3,56.1,64.1,11.3,10.0,16.0,1.5,1.2,3.3,94.4,59.0,98.4,4.4,0.6,40.2,0.5,0.1,0.5,0.1,0.1,1.8,1.3,0.7,6.5,5821.0,611.0,796.0,1521,1236,0,25.0,0,40.0,1,19.0,0,0,0,0,0,0,1994-2003
2229,47,85,11.1,Humphreys,Tennessee,TN,39,"frontier status, population size, poverty, age",51,18212,8613,28411,34,10,86,12.0,9.2,13.1,23.0,22.9,30.7,61.2,57.9,65.0,13.9,8.0,13.4,1.9,0.9,2.4,95.8,75.1,98.4,3.2,0.2,23.3,0.2,0.2,1.1,0.4,0.1,1.1,1.2,0.8,14.5,3585.0,688.0,730.0,1175,922,0,15.0,0,25.0,0,11.0,0,0,0,0,0,0,1994-2003
2230,47,89,11.2,Jefferson,Tennessee,TN,28,"frontier status, population size, poverty, age",39,48394,29009,53844,177,30,229,13.4,9.4,13.4,22.8,21.8,26.1,63.0,61.0,66.2,12.8,8.8,13.5,1.4,1.2,2.1,96.4,78.1,97.6,2.1,0.6,20.5,0.4,0.1,0.9,0.4,0.3,2.2,2.1,0.8,6.3,9594.0,1359.0,2383.0,3140,2598,1,32.0,1,27.0,1,5.0,0,0,0,1,0,0,1999-2003
2231,47,93,9.0,Knox,Tennessee,TN,4,"frontier status, population size, poverty",25,404972,280446,499060,796,250,993,12.7,10.1,13.3,23.3,21.4,28.5,64.1,57.9,63.0,11.1,8.1,15.3,1.5,0.9,2.8,88.2,71.3,95.8,8.7,1.7,25.9,0.3,0.2,1.5,1.6,0.7,4.6,1.7,1.7,33.3,47479.0,8894.0,15426.0,26096,21956,0,160.0,1,165.0,1,71.0,0,0,0,1,0,0,2001-2003
2232,47,97,7.1,Lauderdale,Tennessee,TN,69,"frontier status, population size, poverty, age, population density",45,26795,13083,24466,57,38,76,17.8,17.2,23.7,25.1,23.8,28.5,63.0,58.6,63.8,10.2,9.8,12.8,1.7,1.1,1.8,63.9,49.9,99.1,34.7,0.3,49.9,0.6,0.1,0.7,0.4,0.1,0.7,1.3,0.6,7.3,6661.0,874.0,1004.0,1683,1409,1,27.0,0,50.0,0,27.0,0,0,0,0,0,0,1994-2003
2233,47,99,13.3,Lawrence,Tennessee,TN,30,"frontier status, population size, poverty, age",57,41101,28666,49149,67,34,112,14.4,9.9,13.2,25.7,20.6,24.6,59.2,58.5,62.8,13.2,12.6,17.0,1.9,1.7,3.0,97.2,89.7,98.6,1.6,0.3,8.0,0.3,0.1,1.9,0.3,0.3,1.1,1.3,0.7,5.5,9465.0,1763.0,1579.0,2564,2102,0,17.0,0,24.0,0,4.0,0,0,0,0,0,0,1999-2003
2234,47,101,6.5,Lewis,Tennessee,TN,43,"frontier status, population size, poverty, age",57,11435,7102,22197,41,8,41,14.9,11.5,16.5,25.0,23.3,26.8,61.3,55.7,61.1,12.4,12.2,17.2,1.3,1.8,3.3,97.4,74.8,98.2,1.8,0.2,23.2,0.1,0.1,6.7,0.3,0.1,0.8,1.2,0.7,20.0,2349.0,496.0,494.0,721,590,0,6.0,0,15.0,0,7.0,0,0,0,0,0,0,1994-2003
2235,47,103,8.4,Lincoln,Tennessee,TN,30,"frontier status, population size, poverty, age",57,32392,28666,49149,57,34,112,13.2,9.9,13.2,23.1,20.6,24.6,61.1,58.5,62.8,14.0,12.6,17.0,1.8,1.7,3.0,91.1,89.7,98.6,6.9,0.3,8.0,0.5,0.1,1.9,0.4,0.3,1.1,1.8,0.7,5.5,6802.0,786.0,1146.0,2091,1678,1,13.0,0,19.0,1,3.0,0,0,0,0,0,0,1999-2003
2236,47,105,13.0,Loudon,Tennessee,TN,28,"frontier status, population size, poverty, age",39,43387,29009,53844,190,30,229,10.4,9.4,13.4,21.6,21.8,26.1,60.2,61.0,66.2,16.6,8.8,13.5,1.7,1.2,2.1,97.2,78.1,97.6,1.3,0.6,20.5,0.3,0.1,0.9,0.3,0.3,2.2,3.4,0.8,6.3,7593.0,968.0,1490.0,2849,2180,0,32.0,1,24.0,0,4.0,0,0,0,0,0,0,1999-2003
2237,47,107,10.1,McMinn,Tennessee,TN,32,"frontier status, population size, poverty, age",37,51327,29918,51327,119,25,310,13.8,12.7,17.8,23.4,20.8,25.4,62.0,60.9,67.2,13.0,8.1,13.9,1.6,1.2,2.0,93.5,71.9,98.0,4.5,0.9,24.1,0.3,0.1,5.4,0.7,0.3,2.1,2.3,0.6,6.7,10871.0,1454.0,2087.0,3296,2642,0,29.0,1,35.0,0,10.0,0,0,0,0,0,0,1999-2003
2238,47,109,7.9,McNairy,Tennessee,TN,64,"frontier status, population size, poverty, age, population density",41,25285,9340,25391,45,35,46,15.6,12.0,15.7,24.1,19.6,24.3,59.6,58.6,61.6,14.5,12.9,17.7,1.8,1.6,2.9,92.6,87.8,98.8,6.3,0.4,10.8,0.2,0.1,0.9,0.2,0.1,0.5,1.1,0.6,7.8,5518.0,739.0,1341.0,1608,1263,1,40.0,1,36.0,0,10.0,0,0,0,0,0,0,1994-2003
2239,47,111,4.8,Macon,Tennessee,TN,41,"frontier status, population size, poverty, age",47,21549,6602,24509,70,20,1362,14.9,12.5,17.5,24.6,21.8,25.9,63.1,56.1,64.1,11.0,10.0,16.0,1.3,1.2,3.3,98.6,59.0,98.4,0.6,0.6,40.2,0.3,0.1,0.5,0.3,0.1,1.8,2.8,0.7,6.5,5841.0,585.0,1217.0,1364,1107,1,8.0,0,37.0,1,18.0,0,0,0,0,0,0,1994-2003
2240,47,113,7.4,Madison,Tennessee,TN,22,"frontier status, population size, poverty, age",28,94916,62826,98960,170,13,202,14.0,13.1,15.9,26.6,22.0,26.0,61.3,59.8,67.5,10.4,7.9,13.5,1.7,1.1,2.1,63.9,72.0,96.8,34.3,0.5,26.0,0.2,0.2,2.8,0.8,0.3,3.3,2.3,0.6,5.4,13000.0,2598.0,2366.0,5869,5046,0,66.0,1,79.0,1,28.0,0,0,0,0,0,0,1999-2003
2241,47,115,13.7,Marion,Tennessee,TN,32,"frontier status, population size, poverty, age",37,27757,29918,51327,56,25,310,13.7,12.7,17.8,23.3,20.8,25.4,63.1,60.9,67.2,12.3,8.1,13.9,1.2,1.2,2.0,94.8,71.9,98.0,4.1,0.9,24.1,0.3,0.1,5.4,0.3,0.3,2.1,0.8,0.6,6.7,6832.0,810.0,982.0,1786,1417,0,8.0,0,19.0,1,6.0,0,0,0,0,0,0,1999-2003
2242,47,117,9.0,Marshall,Tennessee,TN,30,"frontier status, population size, poverty, age",57,28372,28666,49149,76,34,112,11.1,9.9,13.2,24.4,20.6,24.6,63.1,58.5,62.8,10.9,12.6,17.0,1.6,1.7,3.0,91.6,89.7,98.6,7.5,0.3,8.0,0.2,0.1,1.9,0.2,0.3,1.1,3.6,0.7,5.5,5087.0,807.0,917.0,1800,1466,1,13.0,0,16.0,0,3.0,0,0,0,0,0,0,1999-2003
2243,47,119,8.0,Maury,Tennessee,TN,19,"frontier status, population size, poverty, age",37,76292,53919,98288,124,36,280,11.6,10.3,13.9,25.5,22.3,25.7,62.7,60.4,65.8,10.5,8.2,13.2,1.3,1.1,2.3,84.8,77.6,97.5,13.3,0.4,20.7,0.4,0.2,2.1,0.6,0.5,2.5,4.2,0.8,4.6,11278.0,2133.0,2347.0,4782,3947,0,80.0,1,53.0,0,14.0,0,0,0,0,0,0,1999-2003
2244,47,121,2.6,Meigs,Tennessee,TN,41,"frontier status, population size, poverty, age",47,11657,6602,24509,60,20,1362,15.9,12.5,17.5,23.9,21.8,25.9,63.2,56.1,64.1,11.8,10.0,16.0,1.1,1.2,3.3,97.4,59.0,98.4,1.8,0.6,40.2,0.3,0.1,0.5,0.2,0.1,1.8,0.7,0.7,6.5,2943.0,351.0,602.0,744,590,1,10.0,0,20.0,0,9.0,0,0,0,0,0,0,1994-2003
2245,47,123,9.1,Monroe,Tennessee,TN,32,"frontier status, population size, poverty, age",37,43185,29918,51327,68,25,310,14.9,12.7,17.8,24.3,20.8,25.4,61.8,60.9,67.2,12.3,8.1,13.9,1.6,1.2,2.0,95.7,71.9,98.0,2.1,0.9,24.1,0.3,0.1,5.4,0.7,0.3,2.1,2.6,0.6,6.7,9772.0,1099.0,1738.0,2745,2241,1,21.0,0,28.0,0,8.0,0,0,0,0,0,0,1999-2003
2246,47,125,6.6,Montgomery,Tennessee,TN,15,"frontier status, population size, poverty, age",23,147202,107972,231578,273,138,551,12.3,10.2,13.5,29.6,25.2,28.9,62.3,59.4,63.0,7.3,8.0,12.2,0.8,0.8,2.2,74.4,69.2,93.6,20.0,3.2,26.9,0.5,0.2,0.9,2.2,0.8,3.4,5.2,1.4,21.1,14086.0,3233.0,3309.0,8729,7832,0,35.0,0,91.0,0,45.0,0,0,0,0,0,0,2001-2003
2247,47,129,8.4,Morgan,Tennessee,TN,44,"frontier status, population size, poverty, age",33,20157,10108,25122,39,28,80,16.5,15.7,24.5,22.0,20.2,25.2,65.0,61.8,66.8,11.6,10.2,12.9,1.4,1.2,1.8,96.8,50.2,99.2,2.5,0.2,49.2,0.2,0.0,0.4,0.2,0.1,0.8,0.8,0.7,3.9,5133.0,624.0,1086.0,1317,1049,0,11.0,0,23.0,0,10.0,0,0,0,0,0,0,1994-2003
2248,47,131,4.3,Obion,Tennessee,TN,30,"frontier status, population size, poverty, age",57,32213,28666,49149,59,34,112,12.8,9.9,13.2,23.3,20.6,24.6,61.0,58.5,62.8,13.7,12.6,17.0,2.0,1.7,3.0,88.9,89.7,98.6,10.2,0.3,8.0,0.1,0.1,1.9,0.3,0.3,1.1,3.2,0.7,5.5,6499.0,946.0,1210.0,2069,1623,0,15.0,0,19.0,1,3.0,0,0,0,0,0,0,1999-2003
2249,47,133,7.9,Overton,Tennessee,TN,64,"frontier status, population size, poverty, age, population density",41,20523,9340,25391,47,35,46,15.7,12.0,15.7,22.6,19.6,24.3,61.3,58.6,61.6,14.3,12.9,17.7,1.8,1.6,2.9,98.3,87.8,98.8,0.8,0.4,10.8,0.3,0.1,0.9,0.2,0.1,0.5,0.8,0.6,7.8,5938.0,565.0,1059.0,1332,1039,1,7.0,0,29.0,0,8.0,0,0,0,0,0,0,1994-2003
2250,47,139,8.2,Polk,Tennessee,TN,41,"frontier status, population size, poverty, age",47,15944,6602,24509,37,20,1362,14.0,12.5,17.5,22.5,21.8,25.9,62.6,56.1,64.1,13.7,10.0,16.0,1.3,1.2,3.3,98.0,59.0,98.4,0.8,0.6,40.2,0.1,0.1,0.5,0.2,0.1,1.8,0.8,0.7,6.5,4293.0,442.0,946.0,1035,792,1,19.0,0,30.0,1,14.0,0,0,0,0,0,0,1994-2003
2251,47,141,6.6,Putnam,Tennessee,TN,19,"frontier status, population size, poverty, age",37,66580,53919,98288,166,36,280,14.2,10.3,13.9,23.6,22.3,25.7,62.7,60.4,65.8,12.0,8.2,13.2,1.6,1.1,2.3,95.9,77.6,97.5,1.9,0.4,20.7,0.3,0.2,2.1,1.2,0.5,2.5,4.4,0.8,4.6,11717.0,1646.0,2382.0,4277,3832,0,40.0,1,47.0,1,13.0,0,0,0,0,0,0,1999-2003
2252,47,143,10.5,Rhea,Tennessee,TN,32,"frontier status, population size, poverty, age",37,29918,29918,51327,95,25,310,14.3,12.7,17.8,24.4,20.8,25.4,61.7,60.9,67.2,12.2,8.1,13.9,1.7,1.2,2.0,96.1,71.9,98.0,2.2,0.9,24.1,0.4,0.1,5.4,0.4,0.3,2.1,2.2,0.6,6.7,6988.0,886.0,1290.0,1901,1572,1,28.0,1,20.0,0,6.0,0,0,0,0,0,0,1999-2003
2253,47,145,10.1,Roane,Tennessee,TN,50,"frontier status, population size, poverty, age, population density",27,52889,27028,48148,147,56,140,13.2,13.7,16.2,21.5,20.8,25.3,61.8,56.8,63.8,15.0,11.6,16.2,1.7,1.7,3.3,95.2,70.1,98.4,2.9,0.3,28.8,0.2,0.1,0.5,0.5,0.2,1.9,0.9,0.6,3.1,9545.0,1500.0,2663.0,3478,2678,0,18.0,0,42.0,0,13.0,0,0,0,0,0,0,1999-2003
2254,47,147,7.8,Robertson,Tennessee,TN,45,"frontier status, population size, poverty, age, population density",38,60379,55104,102801,127,84,168,9.7,5.6,10.4,25.9,24.0,27.7,63.0,59.8,64.4,10.0,7.9,12.4,1.1,1.1,2.3,90.3,90.3,97.7,8.3,0.5,6.8,0.3,0.2,0.8,0.4,0.4,1.7,5.2,1.1,8.0,10080.0,1468.0,1467.0,3757,3123,0,27.0,0,39.0,0,17.0,0,0,0,0,0,0,1999-2003
2255,47,149,7.3,Rutherford,Tennessee,TN,12,"frontier status, population size, poverty, age",57,218292,126158,268187,353,137,605,9.2,4.6,9.5,26.6,24.2,29.7,65.6,60.7,64.7,7.0,7.0,10.9,0.8,0.8,1.9,84.6,79.8,97.0,11.3,0.9,11.5,0.3,0.2,1.0,2.7,0.8,5.2,4.8,1.2,10.3,24777.0,4535.0,4119.0,13483,12149,0,67.0,0,76.0,0,23.0,0,0,0,0,0,0,2001-2003
2256,47,151,10.3,Scott,Tennessee,TN,69,"frontier status, population size, poverty, age, population density",45,21868,13083,24466,41,38,76,19.5,17.2,23.7,25.6,23.8,28.5,62.6,58.6,63.8,10.5,9.8,12.8,1.2,1.1,1.8,98.5,49.9,99.1,0.4,0.3,49.9,0.2,0.1,0.7,0.2,0.1,0.7,0.6,0.6,7.3,5734.0,601.0,1248.0,1365,1126,0,9.0,0,39.0,0,21.0,0,0,0,0,0,0,1994-2003
2257,47,153,7.0,Sequatchie,Tennessee,TN,41,"frontier status, population size, poverty, age",47,12691,6602,24509,48,20,1362,14.4,12.5,17.5,23.9,21.8,25.9,63.0,56.1,64.1,11.7,10.0,16.0,1.4,1.2,3.3,98.4,59.0,98.4,0.7,0.6,40.2,0.3,0.1,0.5,0.3,0.1,1.8,0.8,0.7,6.5,2920.0,322.0,444.0,809,641,0,9.0,0,21.0,0,10.0,0,0,0,0,0,0,1994-2003
2258,47,155,11.7,Sevier,Tennessee,TN,19,"frontier status, population size, poverty, age",37,79282,53919,98288,134,36,280,12.4,10.3,13.9,22.6,22.3,25.7,63.6,60.4,65.8,12.5,8.2,13.2,1.3,1.1,2.3,97.5,77.6,97.5,0.8,0.4,20.7,0.3,0.2,2.1,0.6,0.5,2.5,1.7,0.8,4.6,14176.0,2682.0,2743.0,5145,4035,0,39.0,0,55.0,1,15.0,0,0,0,1,0,0,1999-2003
2259,47,157,7.7,Shelby,Tennessee,TN,3,"frontier status, population size, poverty",39,909035,550521,928032,1205,432,8966,16.6,11.2,19.6,28.4,22.4,32.0,61.8,58.4,66.3,8.6,7.4,12.4,1.2,1.0,2.3,45.6,45.6,87.6,51.3,3.4,51.3,0.2,0.2,3.6,2.0,1.5,9.0,3.4,2.2,43.6,109960.0,27724.0,19155.0,54835,47598,0,514.0,1,379.0,0,379.0,0,0,0,1,0,0,2001-2003
2260,47,159,10.0,Smith,Tennessee,TN,60,"frontier status, population size, poverty, age, population density",48,18647,10534,24055,59,30,71,11.9,9.4,12.9,24.1,20.7,25.5,63.1,57.3,62.3,11.2,11.8,16.9,1.7,1.5,3.5,95.7,84.7,98.8,3.1,0.3,14.2,0.4,0.1,1.0,0.2,0.2,0.7,1.7,0.8,4.5,4102.0,535.0,539.0,1189,977,0,19.0,0,22.0,0,3.0,0,0,0,0,0,0,1994-2003
2261,47,161,11.2,Stewart,Tennessee,TN,59,"frontier status, population size, poverty, age, population density",32,12969,7073,22330,28,15,25,12.7,9.0,12.1,23.1,20.1,23.6,62.3,55.7,62.2,13.2,13.4,18.4,1.4,2.1,4.6,94.8,92.6,99.1,2.6,0.1,2.6,0.6,0.1,2.2,1.5,0.2,0.9,1.2,0.6,7.0,2310.0,438.0,461.0,837,671,0,9.0,0,13.0,1,4.0,0,0,0,0,0,0,1994-2003
2262,47,163,11.9,Sullivan,Tennessee,TN,14,"frontier status, population size, poverty, age",40,152716,113041,246124,370,80,698,12.8,10.6,13.4,21.5,22.4,26.3,61.8,60.0,65.8,14.8,8.4,12.9,1.8,1.2,2.2,96.5,77.0,95.9,2.1,0.7,20.2,0.2,0.2,1.4,0.5,0.6,4.2,0.8,1.2,11.5,26586.0,3767.0,5019.0,10041,7680,0,45.0,0,60.0,0,18.0,0,0,0,1,0,0,2001-2003
2263,47,165,9.1,Sumner,Tennessee,TN,12,"frontier status, population size, poverty, age",57,145009,126158,268187,274,137,605,9.5,4.6,9.5,25.1,24.2,29.7,63.7,60.7,64.7,10.0,7.0,10.9,1.2,0.8,1.9,91.3,79.8,97.0,6.5,0.9,11.5,0.3,0.2,1.0,0.9,0.8,5.2,2.4,1.2,10.3,19697.0,3326.0,4002.0,9126,7535,0,54.0,1,53.0,0,16.0,0,0,0,1,0,0,2001-2003
2264,47,167,9.4,Tipton,Tennessee,TN,33,"frontier status, population size, poverty, age",41,55998,27640,49369,122,20,98,11.5,11.5,16.3,26.8,24.0,31.3,62.9,57.8,63.1,9.3,8.3,12.5,1.0,0.9,2.0,79.1,65.1,97.6,19.1,0.3,33.6,0.4,0.2,6.0,0.5,0.3,2.0,1.6,1.0,27.6,9182.0,1682.0,1427.0,3453,3003,0,35.0,0,45.0,0,18.0,0,0,0,0,0,0,1999-2003
2265,47,173,8.5,Union,Tennessee,TN,41,"frontier status, population size, poverty, age",47,19076,6602,24509,85,20,1362,16.8,12.5,17.5,24.3,21.8,25.9,63.9,56.1,64.1,10.7,10.0,16.0,1.1,1.2,3.3,98.4,59.0,98.4,0.6,0.6,40.2,0.1,0.1,0.5,0.2,0.1,1.8,1.0,0.7,6.5,5672.0,478.0,940.0,1212,988,0,20.0,0,33.0,0,15.0,0,0,0,0,0,0,1994-2003
2266,47,177,8.5,Warren,Tennessee,TN,32,"frontier status, population size, poverty, age",37,39753,29918,51327,92,25,310,15.3,12.7,17.8,23.9,20.8,25.4,61.8,60.9,67.2,12.8,8.1,13.9,1.6,1.2,2.0,95.4,71.9,98.0,3.2,0.9,24.1,0.2,0.1,5.4,0.6,0.3,2.1,6.7,0.6,6.7,8963.0,1473.0,1563.0,2535,2019,0,17.0,0,27.0,1,8.0,0,0,0,0,0,0,1999-2003
2267,47,179,8.1,Washington,Tennessee,TN,14,"frontier status, population size, poverty, age",40,112507,113041,246124,345,80,698,13.6,10.6,13.4,22.1,22.4,26.3,63.6,60.0,65.8,12.7,8.4,12.9,1.7,1.2,2.2,93.8,77.0,95.9,4.0,0.7,20.2,0.3,0.2,1.4,0.9,0.6,4.2,1.8,1.2,11.5,17686.0,2815.0,4105.0,7351,5986,0,28.0,0,42.0,0,13.0,0,0,0,0,0,0,2001-2003
2268,47,181,7.2,Wayne,Tennessee,TN,44,"frontier status, population size, poverty, age",33,16909,10108,25122,23,28,80,17.3,15.7,24.5,20.2,20.2,25.2,65.3,61.8,66.8,12.9,10.2,12.9,1.6,1.2,1.8,91.7,50.2,99.2,7.5,0.2,49.2,0.2,0.0,0.4,0.4,0.1,0.8,0.9,0.7,3.9,4680.0,802.0,678.0,1130,902,1,12.0,0,20.0,0,8.0,0,0,0,0,0,0,1994-2003
